HS4,Trade Value,Year
Iron Sewing Needles,704.0,2018
Eyewear,127898.0,2001
Titanium,163266.0,1998
Shaped Wood,209357.0,2002
Wood Carpentry,4774202.0,2016
Raw Cotton,785166.0,2000
Electric Motors,22621442.0,2013
"Bicycles, delivery tricycles, other cycles",85636.0,2006
"Trailers and semi-trailers, not mechanically propelled vehicles",337235.0,2003
Rolling Machines,68979.0,1999
Laboratory Glassware,61527.0,2019
Dental Products,1035299.0,1997
Vegetable Alkaloids,19141.0,2015
Spark-Ignition Engines,118526.0,2000
Video Displays,268777.0,2005
Copper Wire,2136374.0,2018
Audio and Video Recording Accessories,90564.0,2010
Iron Cloth,95776.0,2001
Iron Oxides and Hydroxides,989255.0,2003
Organo-Sulfur Compounds,770.0,2005
Soups and Broths,2120238.0,2003
Water,101544.0,2020
Activated Carbon,184968.0,2003
Fruit Pressing Machinery,8945.0,2017
Waxes,107867.0,2011
Zinc Sheets,11762.0,2017
Aluminium Bars,1072941.0,1996
Plant foliage,141392.0,2002
Bird Skins and Feathers,580.0,2019
Copper Wire,48494.0,1998
Potassic Fertilizers,13358489.999999998,2017
Leather Sheets,1192708.9999999998,2006
Brooms,2880436.0,2019
Non-Retail Artificial Staple Fibers Yarn,96056.0,1998
Glass Bottles,557370.0,2004
Hand-Woven Tapestries,25991.000000000004,1995
Motor vehicles; parts and accessories (8701 to 8705),33365789.0,2001
Additive manufacturing machines,164450.0,2002
Hydrogen,35986.0,2016
Poultry,413030.0,2016
Saddlery,7547395.0,2013
Laboratory Reagents,95339.0,2018
Wheelchairs,4456.0,2017
Feldspar,10890083.0,1999
Opto-Electric Instrument Parts,129534.0,1997
Other Printed Material,1594885.0,2001
Patent Leather,5301308.0,2011
House Linens,7876027.0,2006
Acrylic Polymers,128458.0,2007
Curbstones,225281.0,2009
Polyacetals,7019649.0,2014
Zinc Sheets,50747.0,2020
Gas Turbines,11925477.0,2005
Pesticides,361942.0,1995
Light Pure Woven Cotton,4272408.0,2010
Tulles and Net Fabric,4650668.0,2020
Metallic Fabric,11289.0,2018
Mannequins,122571.0,2017
Tropical Fruits,4105696.0,2007
Cleaning Products,21812339.0,2012
Iron Fasteners,5655465.0,2012
Rubber Textiles,61220.0,2010
Quartz,397848.0,2019
Telephones,8245154.0,2005
Pharmaceutical Animal Products,1546.0,2007
Vinyl Chloride Polymers,4274343.0,2008
Potassic Fertilizers,4296383.0,2006
Plastic Coated Textile Fabric,1174069.0,2009
Vinegar,48072.0,1999
Iron Anchors,4338359.0,2014
Rubber Sheets,57586.0,1998
Iron Radiators,22928.0,2014
Preserved Meat,176904.0,2021
Watch Movements,1806.0,2021
Other Vegetables,165781916.0,2010
Binoculars and Telescopes,185585.0,2012
Pastes and Waxes,47678.0,2009
Safes,93114.0,2002
Iron Railway Products,67457.0,2007
"Awnings, Tents, and Sails",1108698.0,2022
Prepared Wool or Animal Hair,647864.0,2004
Metal Insulating Fittings,77608102.0,2021
Styrene Polymers,137571.0,2006
Glass with Edge Workings,3975.0,2011
Hot-Rolled Iron,2992497.0,2005
Organic Composite Solvents,464330.0,2018
Prefabricated Buildings,900624.0000000001,2005
Petroleum Jelly,95.0,2006
Gum Coated Textile Fabric,7915.0,1995
Iron Anchors,1244.0,2004
Copper Wire,3317770.0,2013
Shaving Products,1427892.0,2010
Low-voltage Protection Equipment,360355458.0,2016
Carboxyimide Compounds,17423.0,2000
Integrated Circuits,533400480.0,2018
Barley,11217.0,2021
Mechanical Wood Pulp,1655105.0,1999
Other Office Machines,419741.0,2021
Non-Mechanical Removal Machinery,49518.0,2020
Leather Sheets,10958.0,2010
Manganese Oxides,431155.0,2007
Electrical Lighting and Signalling Equipment,3924929.0,1998
Brooms,545224.0,2008
Scarves,13640789.0,2017
Gas Turbines,4344532.0,1996
Buttons,1095868.0,2012
Inorganic Salts,4265058.0,2011
Bananas,35687.0,1997
Electrical Power Accessories,97494611.0,2015
Carbides,81.0,2019
Lifting Machinery,4462966.0,2019
Plastic Lids,2254801.0,1995
Oxygen Amino Compounds,2591.0,1995
Petroleum Jelly,1278.0,1996
Carbon Paper,28.0,2000
Embroidery,4208022.0,1999
Saturated Acyclic Monocarboxylic Acids,11858.0,1998
Utility Meters,3813.0,2000
Electrical Control Boards,514949.0,1996
Base Metal Watches,76881.0,1996
Asbestos Cement Articles,27518.0,1996
Electricity,223658.0,2001
Waxes,52361.0,2007
Baby Carriages,43941.0,2020
Tug Boats,79478.00000000001,2010
Artificial Textile Machinery,235415.0,2014
Combs,91621.0,2017
Other Cast Iron Products,294835.0,2002
Headbands and Linings,2095409.0,2000
Hypochlorites,45858.0,2008
Other Paper Machinery,340058.0,2007
Other Lead Products,15351.000000000002,2022
Wheelchairs,3844.0,2022
Cooking Hand Tools,17947.0,2020
Buttons,242562.0,2000
Insulated Wire,2553932584.0,2016
Antiknock,340025.0,1998
Boiler Plants,107793.0,2013
Mechanical Wood Pulp,481647.0,1998
Other Firearms,295.0,2015
Plastic Building Materials,608281.0,2006
Copper Powder,131950.0,2014
Knit T-shirts,394960205.0,2007
Gauze,26369.000000000004,2007
Neck Ties,5329081.0,2012
Other Nitrogen Compounds,9.000000000000002,2008
Other Stone Articles,1707584.0,2019
Wallpaper,27484.0,2015
Knitting Machine Accessories,1655048.0,2011
Liquid Fuel Furnaces,18717.0,1996
Dyeing Finishing Agents,846.0,1996
X-Ray Equipment,58190.0,1999
Hydrazine or Hydroxylamine Derivatives,1838.0,2018
Headbands and Linings,2981973.0000000005,2007
Coin,854.0,2021
Gypsum,38313115.0,2021
Other Small Iron Pipes,1519184.0,2016
Non-Knit Women's Undergarments,14582167.0,1997
Other Sea Vessels,759971.0,2006
Other Iron Products,2223167.0,1996
Metal Finishing Machines,5235.0,2004
Tea,12422989.0,2010
Blown Glass,5684.0,2006
Bedspreads,82771815.0,2019
Air Pumps,625357.0,1999
Preserved Vegetables,47816429.0,2011
Other Processed Fruits and Nuts,24650762.0,2009
Processed Artificial Staple Fibers,13059.0,2021
Fork-Lifts,2011401.0,2020
Electrical Transformers,29411442.0,2008
Laboratory Glassware,46744.0,2021
Other Fruits,45503828.0,2002
Other Mineral,2646908.0,2015
Frozen Fruits and Nuts,131106169.0,2018
"Sisal, Agave, raw, processed, not spun, tow and waste",26599.0,2009
Non-Retail Artificial Staple Fibers Yarn,1121290.0,2011
Antifreeze,8915.0,2012
Industrial Furnaces,3490419.0,2010
Other Animals,648466.0,2002
Imitation Jewellery,875463.0,2018
Copper Pipe Fittings,29988.0,2010
Other Cutlery,17785.999999999996,1999
Peat,15870.999999999998,2007
Iron Nails,954872.0,2006
Glues,47603.0,1999
Other Stone Articles,140476.0,2002
Unprocessed Artificial Staple Fibers,1020.0,1999
Electric Heaters,866526.0,2015
Non-Knit Men's Coats,41139386.0,2007
Delivery Trucks,188506.0,2001
Lead Ore,57806111.0,2015
Forage Crops,6196.0,2020
Transmissions,320470.0,2000
Soldering and Welding Machinery,16492.0,1998
Large Iron Containers,38854.0,2005
Shaped Wood,96099.0,2015
LCDs,32248.0,2004
Wood Frames,1365363.0,2020
Packaged Sewing Sets,32613.0,1997
Ethers,21065.0,2003
Stainless Steel Wire,5953.0,2010
Vending Machines,79905.99999999999,2014
Articles of Gut,71482.0,2003
Semi-Finished Iron,69.0,2016
Scales,333447.0,2019
Aluminium Oxide,178382.0,2022
Uncoated Paper,2125378.0,2009
Bricks,70129.0,2000
Other Vegetable Residues,27884.0,1995
Razor Blades,148012.0,2010
Processed Fish,269462583.0,2002
Cobalt Ore,83492.0,2003
Filing Cabinets,18402.0,2008
Tomatoes,358309790.0,2008
Hand-Woven Tapestries,17003.0,2011
Glass Bricks,17695.0,2006
Glass Fibers,13750477.0,2019
Handguns,1311.9999999999998,2011
Metal Finishing Machines,8787.0,2005
Blown Glass,2089.0,2000
Sewing Machines,1481823.0,1998
Rubber Footwear,5370851.0,2001
Central Heating Boilers,526037.0,2008
Industrial Printers,308511.0,2002
Vegetable Parchment,25616.0,2009
Other Animals,4080331.0,2008
Propylene Polymers,206554.0,2006
Non-Knit Men's Shirts,120850638.0,2019
Brochures,1184679.0,2020
Horsehair Fabric,540.0,2019
Prefabricated Buildings,2446358.0,2017
Other Coloring Matter,444881.0,2019
Barley,104605.0,1998
Recreational Boats,66334.0,2016
Cocoa Powder,26817.0,2000
Dried Fruits,1361407.0,2007
Reclaimed Rubber,1396.0,2019
Aluminium Structures,2379969.0,2021
Sowing Seeds,3184510.0,2009
Confectionery Sugar,29301779.0,2017
Flexible Metal Tubing,62968.0,2017
Beer,4282759.0,2019
Surveying Equipment,2174938.0,2008
Steam Turbines,110387.0,1999
Interior Decorative Glassware,370289.0,1995
Raw Cotton,1358578.0,1996
Audio and Video Recording Accessories,7976.0,2013
Broadcasting Equipment,8665475.0,2015
Potato Flours,1879.0,2010
Plastic Pipes,43619711.0,2019
Nitrites and Nitrates,13355.0,2003
Office Machine Parts,18512767.0,2010
Antifreeze,3697.0,2010
Scrap Copper,8086024.0,1998
Cars,600141.0,2000
Laboratory Reagents,200503.0,1999
Sawn Wood,186605.0,2020
Scrap Tin,101354.0,2015
Cotton Sewing Thread,92800.0,2022
Wrenches,89605.0,2022
Iron Blocks,1418827.0,2019
Beer,203152.0,2002
Iron Cloth,61900.0,1995
Wool or Animal Hair Waste,7642.0,2017
"Bicycles, delivery tricycles, other cycles",1301.0,2003
Vermouth,907500.0,1995
Titanium,36011.0,1997
Phosphoric Acid,1017831903.0,2009
Other Prepared Meat,18823.0,1996
Tissue,3575204.9999999995,2021
Perfumes,764725.0,1998
Perfumes,24707381.0,2008
Polyamides,537222.0,2019
Tanned Equine and Bovine Hides,4144558.0,2008
Mate,20.0,2002
Other Stainless Steel Bars,20.0,2004
Asphalt,1841089.0,2018
Valves,10055430.0,2008
Other Furniture,36206033.0,2015
Centrifuges,1612444.0,2000
Ball Bearings,1573724.0,1996
Book-binding Machines,20147.0,2020
Raw Cork,4510124.0,1996
Other Vegetable Fibers Fabric,91622.0,2013
Aluminium Oxide,30309.0,2009
Hard Liquor,99080.0,2022
Water and Gas Generators,298134.0,2003
Iron Sewing Needles,5457.0,2007
Worked Ivory and Bone,225179.0,2007
Book-binding Machines,43790.99999999999,1997
Raw Iron Bars,3431505.0000000005,2004
Cereal Flours,4388.999999999999,1996
Work Trucks,1127443.9999999998,2018
Umbrellas,5369450.0,2010
Curbstones,883982.0,2014
Pearl Products,28204.0,1995
Hard Liquor,722810.0,2012
Wheat,24241.0,2013
Metalworking Machine Parts,452162.0,2008
Worked Slate,177550.0,2021
Ceramic Pipes,55.0,2015
Waterproof Footwear,14298725.0,2014
Animal Organs,5991111.0,1995
Knotted Carpets,31633585.0,1995
Clock Cases and Parts,4783.0,2000
Non-Retail Artificial Staple Fibers Sewing Thread,1183792.0,2016
Citrus,412530048.0,2007
"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",83615.0,2002
Processed Crustaceans,15817126.0,2001
Quaternary Ammonium Salts and Hydroxides,396158.0,1998
Other Sea Vessels,850733.0,2000
Cassava,9179.0,1995
"Trailers and semi-trailers, not mechanically propelled vehicles",2692269.0,2012
Bandages,920634.0,1999
Copper Foil,9125.0,2017
"Motion-picture film, exposed and developed",97322.0,1996
Cutting Blades,101326.0,1999
Hand-Woven Rugs,3828542.0,1997
Tropical Fruits,5310853.0,2008
Refined Copper,55896409.0,2021
Lubricating Products,141587.0,2006
Cutting Blades,363811.0,2013
Orthopedic Appliances,2690218.0000000005,2016
Forging Machines,525786.0,2003
Metal Stoppers,185791.0,2004
Wood Fiberboard,8988.0,2017
Sports Equipment,2117876.0,2006
Ice Cream,30092.0,2016
Petroleum Jelly,10320.0,1998
Pepper,2327289.0,2011
Non-Retail Artificial Filament Yarn,323353.0,2006
Wood Charcoal,54961.0,2008
Tanned Goat Hides,946430.0,2016
Ink,123519.0,1996
Halogens,224.0,2017
Portable Lighting,163632.0,1996
Paper Containers,47487690.0,2012
Prepared Paint Driers,982.0,2012
Copper Pipes,203249.0,2022
Manganese Ore,13763591.0,2015
Non-Knit Women's Shirts,146349004.0,2000
Engine Parts,12846995.0,2009
Electric Motor Parts,878155.0,2008
Packaged Sewing Sets,29801.0,2012
Synthetic Filament Yarn Woven Fabric,7645982.0,2001
Organic Composite Solvents,516014.0,2016
Stone Processing Machines,6095289.0,2008
"Vaccines, blood, antisera, toxins and cultures",6692016.0,2020
Vinyl Chloride Polymers,2952544.0,2017
Antibiotics,909421.0,2008
Hydrogen,694426.0000000001,2014
Metalworking Machine Parts,755139.0,2005
Veneer Sheets,386267.0,2004
Other Aluminium Products,7445307.999999999,2015
Patent Leather,1825362.0,2007
Woven Fabric of Synthetic Staple Fibers,10106881.0,2022
Other Vegetable Products,631188.0,2019
Wood Fiberboard,8174.0,2005
Aircraft Parts,55915031.0,2006
Rosin,196524.0,1998
Copper Fasteners,19375.0,2003
Aluminium Foil,493649.0,2003
Cigarette Paper,739.0,2013
Flax Yarn,24535.0,2002
Uncoated Paper,668323.0,2013
Woven Fabrics,4338404.0,2004
Metal Lathes,71950.0,2008
Other Zinc Products,40671.0,2007
Aluminium Powder,83.0,2021
Cabbages,24785018.0,2021
"Industrial Fatty Acids, Oils and Alcohols",32341530.0,2019
Other Lead Products,71077.0,2005
Carbon Paper,530632.0,1998
Metallic Yarn,50926.0,2009
Cleaning Products,16678563.0,2007
Medical Furniture,571081.0,2008
Video Displays,3059325.0,2020
Iron Nails,822604.0,2013
Electrical Lighting and Signalling Equipment,371510.0,2006
Woodworking machines,28811.0,2001
Other Iron Products,81379027.0,2022
Lead Sheets,297.0,2019
Sulfates,1541671.0,2017
Gimp Yarn,39864.0,2006
Rubber Apparel,510467.0,2005
Other Edible Preparations,49446579.0,2021
Handguns,27203.000000000004,2017
Industrial Printers,22279864.0,2015
Kaolin Coated Paper,47548.0,2019
Mill Machinery,4016.0,1997
Large Coated Flat-Rolled Iron,139499.0,2001
Non-fillet Frozen Fish,382664963.0,2022
Transmissions,436450.0,1999
Tufted Carpets,881212.0,2020
Slate,5775.0,2003
Motorcycles and cycles,64171.0,2006
Soil Preparation Machinery,414032.0,2019
Bathroom Ceramics,41287683.0,2015
Woodworking machines,508737.0,1999
Pitted Fruits,10423666.0,2009
Other Office Machines,3197.0,1995
Live Fish,4925078.0,2019
Debacked Cork,149207.0,2000
Non-Knit Women's Coats,36380647.0,1999
Coffee,381470.0,2015
Poultry Meat,2822.0,1997
Leather Used in Machinery,15138.999999999998,1996
Liquid Dispersing Machines,479197.0,2000
Poultry Meat,1255582.0,2014
Preserved Vegetables,17944798.0,1998
Reclaimed Rubber,30.0,2014
Pearls,26031.0,2012
Scrap Plastic,30170.000000000004,1999
Parachutes,161265.0,2015
Sheep and Goat Meat,197606.0,2010
Cloves,31143.0,1998
Scrap Aluminium,6770451.0,1997
Pure Olive Oil,29652817.0,1999
Optical Fibers and optical fibre bundles,2645642.0,2008
Work Trucks,29213.0,2020
Stainless Steel Wire,21245.0,2005
Non-optical Microscopes,310.0,2001
Stearic Acid,7726499.0,2020
Fish oil,104820241.0,2015
Cereal Straws,1754.0,2005
Copper Powder,64282.0,2009
Nitrogen Heterocyclic Compounds,185863.0,2005
Titanium,18040091.0,2016
Felt Hats,720.0,2012
Cutlery Sets,2381249.0,2014
Concentrated Milk,304473.0,2008
Margarine,793445.0,1999
Passenger and Cargo Ships,1931030.0,2003
Decals,14994.000000000002,1996
Tea,19821869.0,2014
Electric Filament,22166108.0,2020
Electrical Parts,2293070.0,2020
Non-Retail Mixed Cotton Yarn,2951327.0,2017
Alkaline Metals,2772.0,2004
Chlorides,177785.0,2002
Feldspar,53793446.0,2013
Flat Flat-Rolled Steel,25109.0,2016
Aluminium Plating,548410.0,2009
Glass Bulbs,12560.0,1999
Radioactive Chemicals,1202.0,1995
Beer,5536950.0,2020
Other Cast Iron Products,309878.0,2005
Vegetable or Animal Dyes,29270.000000000004,2015
Woven Fabrics,3642525.0,2002
Water and Gas Generators,59169.0,2012
Self-adhesive Plastics,70008.0,1998
Ceramic Tableware,1571364.0,2004
Sulfates,350908.0,1996
Laboratory Glassware,15838.0,2003
Balances,4520.0,2011
Pig Meat,1002.0,1998
Glycosides,19546209.0,2018
Cellulose,23910.000000000004,2000
Ground Nut Oil,37397.0,2003
Iron Gas Containers,327026.0,2007
Water and Gas Generators,55636.99999999999,2015
Knitting Machine Accessories,837239.0,2012
Cyclic Hydrocarbons,507.0,2019
Neck Ties,4505527.0,1996
Hat Forms,23627.0,2013
Garnetted Wool or Animal Hair,787383.9999999999,2009
Architectural Plans,105.0,2008
Vegetable Plaiting Materials,90298.0,2013
Spark-Ignition Engines,1574158.0,2018
Cotton Sewing Thread,129195.0,1996
Motor vehicles; parts and accessories (8701 to 8705),80767767.0,2008
Raw Bones,51895.0,2005
Animal Food,12128456.0,2015
Other Stainless Steel Bars,119706.0,2012
Pharmaceutical Rubber Products,9542.0,2007
Hydrogen peroxide,353.0,2008
Light Fixtures,10633225.0,2020
Bran,1578.0,2009
Copper Pipe Fittings,7403.0,2000
Copper Bars,142924.0,2009
Preserved Fruits and Nuts,75331.0,2013
Retail Cotton Yarn,21189.0,2005
Glass Beads,66230.0,2020
Gold,83098379.0,2014
Diamonds,28830.0,1998
Acrylic Polymers,304283.0,2010
Hair Products,814714.0,2008
Halogenated Hydrocarbons,37217.0,2005
Other Slag and Ash,1903.0,2006
Animal or Vegetable Fertilizers,115610.0,2011
Textile Wall Coverings,2538.0,2000
Incomplete Movement Sets,89598.0,2009
Stainless Steel Wire,745.0,2021
Frozen Bovine Meat,9292.0,2004
Iron Structures,20177483.0,2013
Scrap Tin,367227.0,2021
Photo Lab Equipment,804782.0,2017
Sulphur,4466.000000000001,2018
Locomotive Parts,73992.0,2003
Safes,86201.0,2007
Other Cotton Fabrics,278778.0,2000
Flat-Rolled Stainless Steel,81959.0,2021
Copper Pipe Fittings,19325.0,2003
Malt Extract,4420280.0,2017
Petroleum Gas,1252478.0,1996
Navigation Equipment,4185947.0,2010
Laboratory Glassware,30308.0,2011
"Trailers and semi-trailers, not mechanically propelled vehicles",441392.0,1999
Ground Nut Oil,49430.0,2002
Knitting Machine Accessories,808508.0,2007
Scrap Tin,601221.0,2022
Nitric Acids,1712.0,2015
Wallpaper,14854.999999999998,1998
Window Dressings,2185186.0,1995
Stearic Acid,1381490.0,2006
Textile Scraps,3503034.0,2015
Glycerol,182721.0,1996
Felt or Coated Fabric Garments,43015296.0,2022
Paper Labels,7409183.000000001,2017
Raw Tin,29430.000000000004,2011
Surveying Equipment,304411.0,2003
Cinnamon,1357.0,2000
Enzymes,22694.000000000004,1999
Iron Pipes,931572.0,2002
Processed Synthetic Staple Fibers,199124.0,2004
Dairy Machinery,7398.0,1997
Other Electrical Machinery,8584004.0,2010
Beauty Products,14215796.0,2019
Animal Extracts,495190.0,2009
Electric Filament,250139.0,2002
Other Precious Metal Products,43653.0,2016
Plastic Coated Textile Fabric,759037.0,2007
Medical Furniture,108410.0,2001
Aluminium Foil,325019.0,2018
Other Construction Vehicles,358801.0,2002
Milling Stones,1868466.0,2004
Other Ores,3166072.0,2014
Plaiting Products,347837.0,2019
Non-Retail Artificial Staple Fibers Sewing Thread,424943.0,2000
Stone Working Machines,113599.0,2012
Ice Cream,55592.0,2008
Flat panel displays,3417245.0,1999
Aqueous Paints,68604.0,1995
Liquid Pumps,2789016.0,2014
Citrus and Melon Peels,396497.0,2007
Inorganic Salts,3779.0,1996
Other Paper Machinery,569100.0,2006
Unsaturated Acyclic Monocarboxylic Acids,91182.0,2011
Other Printed Material,1584054.0,2007
Granulated Slag,912.0,2013
Carboxyamide Compounds,36761.0,2012
Soybean Oil,43335302.0,2021
Balances,5407.0,2005
Plastic Housewares,12533660.0,2015
Laboratory Ceramic Ware,327221.0,2015
Unsaturated Acyclic Monocarboxylic Acids,167516.0,2019
Other Vegetable Fibers Fabric,1339.0,1999
Poultry,4691.0,2008
Pharmaceutical Rubber Products,1423.0,1999
Vegetable Saps,46150472.0,2015
Precious Metal Ore,821510.0,1998
Rolled Tobacco,40540.0,2000
Starches,123469.0,2016
Saturated Acyclic Monocarboxylic Acids,17774.0,2006
Ground Nuts,298.0,2009
Other Knit Garments,102868087.0,2021
Synthetic Fabrics,2005367.0,2009
Paper Containers,75380565.0,2019
Rubber Thread,2711.0,2005
Horsehair Fabric,8600.0,1996
Musical Instrument Parts,8240.0,2002
Blankets,3767935.0,2015
Copper Ore,87143734.0,2012
Polyamide Fabric,3035.0,2008
Tufted Carpets,816818.0,2017
Saturated Acyclic Monocarboxylic Acids,22145.0,2002
Other Women's Undergarments,139170999.0,2017
Polymer Ion-Exchangers,14509.0,2017
Stranded Iron Wire,522162.0,2020
Electrical Capacitors,396332.0,2001
Decals,26091.0,2012
Liquid Dispersing Machines,3338379.0,2020
Zinc Sheets,5205.0,2004
Excavation Machinery,8760470.0,2006
Orthopedic Appliances,4357308.0,2007
Knit Babies' Garments,29023003.0,2011
Cloves,48926.99999999999,2022
Other Ceramic Articles,5125711.0,2007
Metallic Yarn,44798.0,2019
Liquid Pumps,1341868.0,2004
Heavy Synthetic Cotton Fabrics,687838.0,2013
Photographic Paper,3552.0,2003
Thermostats,55770586.0,1999
Tanned Sheep Hides,8582212.0,2007
Feldspar,13061550.0,2002
Corrugated Paper,23815.0,1997
Electric Soldering Equipment,1455540.0,2019
Textile Wall Coverings,12707.0,2008
Other Metals,86216.99999999999,2015
Casting Machines,8017.000000000001,1995
Flavored Water,11226578.0,2007
Iron Wire,285512.0,2014
Paintings,428909.0,2003
Other Domestic Electric Housewares,290670.0,2013
Olive Oil,4027429.0,2012
Vegetable Fiber,44370.0,2017
Metal Stoppers,160165.0,2007
Iron Blocks,9762572.0,2021
Rock Wool,518.0,1995
Cement,93015251.0,2014
Non-Knit Gloves,251790.0,2013
Carbon Paper,30280.0,1999
Iron Pipes,2763473.0,2021
Leather Machinery,92344.0,1995
Beer,357901.0,2016
Leather of Other Animals,876307.0,2011
Baked Goods,1094421.0,2003
Oscilloscopes,869571.0,2007
Hose Piping Textiles,11619.0,2022
Glazed Ceramics,908109.0,1997
Molluscs,365837006.0,2005
Telephones,9736615.0,2007
Cucumbers,9718401.0,2016
Transmissions,2517430.0,2019
Paper Labels,1151149.0,2021
Fairground Amusements,576948.0,2015
Industrial Printers,234680.0,1999
Ornamental Ceramics,3872644.0,2007
Scrap Copper,15773682.0,1995
Other Esters,38568.00000000001,2010
Iron Gas Containers,3191028.0,2003
Flat-Rolled Stainless Steel,45300.0,2003
Parachutes,56147.0,1999
Industrial Food Preperation Machinery,1597084.0,2014
Pearls,28950.0,2007
Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),311881.0,2005
"Bicycles, delivery tricycles, other cycles",10300.0,2002
Rubber Footwear,87650818.0,2019
Leather of Other Animals,40955.0,2020
Therapeutic Appliances,929999.0,2003
Base Metal Watches,477682.0000000001,2005
Processed Tobacco,62188.0,2008
Artificial Vegetation,44320.0,2018
Vegetable Plaiting Materials,10493.0,1996
Carded Wool or Animal Hair Fabric,463912.0,1999
Phenol Derivatives,3265.0,2016
Portable Lighting,177950.0,2014
Phosphoric Acid,572389519.0,1995
Petroleum Gas,79798606.0,2010
Cobalt,34466129.0,2000
Synthetic Fabrics,6720962.0,2014
Cutlery Sets,102709.0,2017
Textile Fiber Machinery,2362684.0,2014
Excavation Machinery,23548697.0,2008
Cameras,96471.0,2002
Other Organo-Inorganic Compounds,25632.0,2004
Gravel and Crushed Stone,2404464.0,1996
Other Sugars,186979.0,2014
Light Fixtures,12852979.0,1999
Sulphur,27120.0,1997
Peptones,160.0,2021
Halogens,362.00000000000006,2011
Broadcasting Equipment,5112941.0,2008
Vanilla,12417.0,2007
"Industrial Fatty Acids, Oils and Alcohols",1643271.0,2007
Scrap Plastic,3216841.0,2022
Photo Lab Equipment,171709.0,2015
Float Glass,49207.99999999999,2006
Other Zinc Products,34015.0,2004
Industrial Printers,16070470.0,2014
Flat panel displays,103513.0,2022
Feldspar,17777297.0,1998
Other Cast Iron Products,4136245.0,2022
Gum Coated Textile Fabric,90862.0,2019
Vanilla,1449.0,1999
Building Stone,1786413.0,1999
Copper Alloys,145.0,2002
Other Organo-Inorganic Compounds,21.0,2015
Video Cameras,279745.0,2000
Cocoa Powder,20677.0,2004
Pharmaceutical Animal Products,155.0,2018
Wallpaper,15059.0,2014
"Fish: dried, salted, smoked or in brine",5555930.0,2003
Non-Retail Artificial Filament Yarn,86386.0,2015
Peat,11830.0,2012
Barley,5360.0,2012
Breathing Appliances,119288.0,2012
Precious Stones,553009.0,1999
Tissue,153007.99999999997,2010
Artificial Textile Machinery,169823.0,2002
Other Inorganic Acids Salts,768.0,2002
Watch Movements,1676.9999999999998,2007
Gas and Liquid Flow Measuring Instruments,285787.0,1996
Metalworking Machine Parts,85739.0,1997
Soap,15401447.000000004,2020
Phosphinates (hypophosphites) and phosphonates (phosphites),1827241.0,2012
Copper Stovetops,8109.0,2004
Phosphatic Fertilizers,282593762.0,1996
Rapeseed Oil,33994.0,2009
Dolomite,2509.0,2017
Other Plastic Products,46930044.0,2014
Iron Housewares,8370749.0,2009
Other Ceramic Articles,2353179.0,2014
Nickel Bars,1258.0,2020
Rapeseed Oil,5678.0,2022
"Non-Iron and Steel Slag, Ash and Residues",1378501.0,2009
Rubber Textiles,307415.0,2006
Zinc Oxide and Peroxide,210079.0,2000
Lifting Machinery,1035499.0,2007
Time Switches,3396050.0,2000
Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),446507.00000000006,2004
Hormones,690.0,2001
Other Glass Articles,624670.0,2008
Other Plastic Sheetings,7963863.0,2008
Molasses,448471.0,2012
Light Mixed Woven Cotton,586224.0,2012
Knitting Machines,793758.0,2007
Electric Filament,112519.0,1995
Wood Barrels,425.0,2011
Signaling Glassware,25393.0,1999
Coral and Shells,163483.0,2006
Cameras,151779.0,2007
Other Vegetables,298065964.0,2022
Soap,6094539.0,2009
Potassic Fertilizers,224574.0,2008
Lead Bars,53.0,2010
Other Copper Products,2349577.0,2015
Hydrazine or Hydroxylamine Derivatives,38.0,2010
Wheat,63765.0,2014
Stearic Acid,11171289.0,2022
Mica,18309.0,2004
Knitting Machine Accessories,1057550.0,2019
Organic Composite Solvents,1100021.0,2021
Dried Vegetables,2206897.0,2014
Electric Furnaces,3350585.0,2021
Time Switches,33019.0,2008
Metal Signs,283063.0,2021
Incomplete Movement Sets,1039039.0,2001
Porcelain Tableware,433872.0,1999
Tin Bars,6115.0,2017
Stranded Aluminium Wire,10573661.0,2020
Heavy Mixed Woven Cotton,2553253.0,2018
Compasses,2671803.0,2021
Hypochlorites,49574.0,2001
Felt Carpets,8110.0,2011
Steam Boilers,5446515.0,2018
Glass Balls,129821.0,2007
Ground Nut Oil,11129.0,2017
Non-Knit Men's Coats,53896135.0,2012
Large Iron Containers,4267403.0,2022
Gas Turbines,36990662.0,2008
Vegetable Fiber,8758.0,2008
Other Metal Fasteners,1628983.0,2008
Industrial Furnaces,289044.0,2016
Iron Structures,6264071.0,2005
Hose Piping Textiles,61261.0,2016
Video Recording Equipment,952113.0,1998
Office Machine Parts,13596348.0,2005
Processed Tomatoes,5138604.0,2013
Electric Motor Parts,586236.0,2006
"Marble, Travertine and Alabaster",9781222.0,2013
Waterproof Footwear,3661962.0,2000
Glass Balls,746.0,2006
Quaternary Ammonium Salts and Hydroxides,18108.0,2020
Tin Bars,5749.0,2016
Chlorates and Perchlorates,6412.999999999999,2002
Lead Sheets,219.0,2012
Other Footwear,11116041.0,2004
Soap,5514004.0,2008
Plaiting Products,210869.0,2018
Rolling Machines,73044.0,2019
Other Frozen Vegetables,255699.0,2013
Other Aluminium Products,6318310.0,2012
